task_id,reset_seed,observer_seed,success,oracle_success,terminal_success,num_replans,num_q_errors,any_q_error,first_q_error_decision
4,84463,2,1,1,0,4,0,0,-1
5,84500,0,1,1,0,8,0,0,-1
5,84500,1,1,1,0,8,0,0,-1
5,84500,2,1,1,0,8,0,0,-1
5,84501,0,1,0,0,8,1,1,3
5,84501,1,0,0,0,10,7,1,3
5,84501,2,0,0,0,10,7,1,3
5,84502,0,1,0,0,8,1,1,3
5,84502,1,1,0,0,9,2,1,3
5,84502,2,1,0,0,9,2,1,3
5,84503,0,1,0,0,8,1,1,3
5,84503,1,0,0,0,10,7,1,3
5,84503,2,1,0,0,9,2,1,3
5,84504,0,1,1,0,8,1,1,3
5,84504,1,0,1,0,10,7,1,3
5,84504,2,0,1,0,10,7,1,3
5,84505,0,1,1,0,8,0,0,-1
5,84505,1,1,1,0,8,0,0,-1
5,84505,2,1,1,0,8,0,0,-1
5,84506,0,1,1,0,8,0,0,-1
5,84506,1,1,1,0,8,0,0,-1
5,84506,2,1,1,0,8,0,0,-1
5,84507,0,1,0,0,8,1,1,3
5,84507,1,0,0,0,10,7,1,3
5,84507,2,1,0,0,9,2,1,3
5,84508,0,1,0,0,8,1,1,3
5,84508,1,0,0,0,10,7,1,3
5,84508,2,0,0,0,10,7,1,3
5,84509,0,1,1,0,8,1,1,3
5,84509,1,0,1,0,10,7,1,3
5,84509,2,1,1,0,9,2,1,3
5,84510,0,0,0,0,10,7,1,3
5,84510,1,0,0,0,10,7,1,3
5,84510,2,1,0,0,9,2,1,3
5,84511,0,1,1,0,8,0,0,-1
5,84511,1,1,1,0,8,0,0,-1
5,84511,2,1,1,0,8,0,0,-1
5,84512,0,1,1,0,8,1,1,3
5,84512,1,0,1,0,10,7,1,3
5,84512,2,1,1,0,9,2,1,3
5,84513,0,1,1,0,8,0,0,-1
5,84513,1,1,1,0,8,0,0,-1
5,84513,2,1,1,0,8,0,0,-1
5,84514,0,0,1,0,10,4,1,6
5,84514,1,0,1,0,10,4,1,6
5,84514,2,0,1,0,10,4,1,6
5,84515,0,0,1,0,10,4,1,6
5,84515,1,0,1,0,10,4,1,6
5,84515,2,0,1,0,10,4,1,6
5,84516,0,1,0,0,8,1,1,3
5,84516,1,0,0,0,10,7,1,3
5,84516,2,1,0,0,9,2,1,3
5,84517,0,1,1,0,8,0,0,-1
5,84517,1,1,1,0,8,0,0,-1
5,84517,2,1,1,0,8,0,0,-1
5,84518,0,1,0,0,8,1,1,3
5,84518,1,0,0,0,10,7,1,3
5,84518,2,1,0,0,9,2,1,3
5,84519,0,1,1,0,8,0,0,-1
5,84519,1,1,1,0,8,0,0,-1
5,84519,2,1,1,0,8,0,0,-1
5,84520,0,1,1,0,8,1,1,3
5,84520,1,1,1,0,9,2,1,3
5,84520,2,1,1,0,9,2,1,3
5,84521,0,1,1,0,8,0,0,-1
5,84521,1,1,1,0,8,0,0,-1
5,84521,2,1,1,0,8,0,0,-1
5,84522,0,1,1,0,8,0,0,-1
5,84522,1,1,1,0,8,0,0,-1
5,84522,2,1,1,0,8,0,0,-1
5,84523,0,1,1,0,8,1,1,3
5,84523,1,0,1,0,10,7,1,3
5,84523,2,1,1,0,9,2,1,3
5,84524,0,1,1,0,8,0,0,-1
5,84524,1,1,1,0,8,0,0,-1
5,84524,2,1,1,0,8,0,0,-1
5,84525,0,1,1,0,8,1,1,3
5,84525,1,0,1,0,10,7,1,3
5,84525,2,1,1,0,9,2,1,3
5,84526,0,1,0,0,8,1,1,3
5,84526,1,0,0,0,10,7,1,3
5,84526,2,0,0,0,10,7,1,3
5,84527,0,0,1,0,10,4,1,6
5,84527,1,0,1,0,10,4,1,6
5,84527,2,0,1,0,10,4,1,6
5,84528,0,1,1,0,8,0,0,-1
5,84528,1,1,1,0,9,1,1,6
5,84528,2,1,1,0,8,0,0,-1
5,84529,0,0,1,1,10,4,1,6
5,84529,1,0,1,1,10,4,1,6
5,84529,2,0,1,1,10,4,1,6
5,84530,0,0,0,0,10,7,1,3
5,84530,1,0,0,0,10,7,1,3
5,84530,2,0,0,0,10,7,1,3
5,84531,0,1,1,0,8,0,0,-1
5,84531,1,1,1,0,8,0,0,-1
5,84531,2,1,1,0,8,0,0,-1
5,84532,0,1,1,0,8,1,1,3
5,84532,1,0,1,0,10,7,1,3
5,84532,2,1,1,0,9,2,1,3
5,84533,0,1,1,0,8,0,0,-1
5,84533,1,1,1,0,8,0,0,-1
5,84533,2,1,1,0,8,0,0,-1
5,84534,0,1,1,0,8,1,1,3
5,84534,1,0,1,0,10,7,1,3
5,84534,2,1,1,0,9,2,1,3
5,84535,0,1,1,0,8,0,0,-1
5,84535,1,1,1,0,8,0,0,-1
5,84535,2,1,1,0,8,0,0,-1
5,84536,0,1,1,0,8,1,1,3
5,84536,1,0,1,0,10,7,1,3
5,84536,2,1,1,0,9,2,1,3
5,84537,0,0,0,0,10,4,1,3
5,84537,1,0,0,0,10,7,1,3
5,84537,2,0,0,0,10,7,1,3
5,84538,0,1,1,0,8,0,0,-1
5,84538,1,1,1,0,8,0,0,-1
5,84538,2,1,1,0,8,0,0,-1
5,84539,0,1,1,0,8,0,0,-1
5,84539,1,1,1,0,8,0,0,-1
5,84539,2,1,1,0,8,0,0,-1
5,84540,0,1,1,0,8,0,0,-1
5,84540,1,1,1,0,8,0,0,-1
5,84540,2,1,1,0,8,0,0,-1
5,84541,0,1,1,0,8,0,0,-1
5,84541,1,1,1,0,8,0,0,-1
5,84541,2,1,1,0,8,0,0,-1
5,84542,0,1,1,0,8,0,0,-1
5,84542,1,1,1,0,8,0,0,-1
5,84542,2,1,1,0,8,0,0,-1
5,84543,0,1,1,0,8,0,0,-1
5,84543,1,1,1,0,8,0,0,-1
5,84543,2,1,1,0,8,0,0,-1
5,84544,0,1,1,0,8,0,0,-1
5,84544,1,1,1,0,8,0,0,-1
5,84544,2,1,1,0,8,0,0,-1
5,84545,0,1,1,0,8,0,0,-1
5,84545,1,1,1,0,8,0,0,-1
5,84545,2,1,1,0,8,0,0,-1
5,84546,0,1,1,0,8,0,0,-1
5,84546,1,1,1,0,8,0,0,-1
5,84546,2,1,1,0,8,0,0,-1
5,84547,0,1,1,0,8,0,0,-1
5,84547,1,1,1,0,8,0,0,-1
5,84547,2,1,1,0,8,0,0,-1
5,84548,0,1,1,0,8,0,0,-1
5,84548,1,1,1,0,8,0,0,-1
5,84548,2,1,1,0,8,0,0,-1
5,84549,0,1,1,0,8,1,1,3
5,84549,1,0,1,0,10,7,1,3
5,84549,2,1,1,0,9,2,1,3
5,84550,0,1,1,0,8,0,0,-1
5,84550,1,1,1,0,8,0,0,-1
5,84550,2,1,1,0,8,0,0,-1
5,84551,0,1,1,0,8,0,0,-1
5,84551,1,1,1,0,8,0,0,-1
5,84551,2,1,1,0,8,0,0,-1
5,84552,0,1,0,1,8,1,1,3
5,84552,1,0,0,1,10,7,1,3
5,84552,2,0,0,1,10,7,1,3
5,84553,0,0,1,0,10,8,1,2
5,84553,1,0,1,0,10,8,1,2
5,84553,2,0,1,0,10,5,1,2
5,84554,0,1,0,0,8,1,1,3
5,84554,1,0,0,0,10,7,1,3
5,84554,2,1,0,0,9,2,1,3
5,84555,0,1,1,0,8,0,0,-1
5,84555,1,1,1,0,8,0,0,-1
5,84555,2,1,1,0,8,0,0,-1
5,84556,0,1,0,0,8,1,1,3
5,84556,1,0,0,0,10,7,1,3
5,84556,2,0,0,0,10,7,1,3
5,84557,0,1,1,0,8,0,0,-1
5,84557,1,1,1,0,8,0,0,-1
5,84557,2,1,1,0,8,0,0,-1
5,84558,0,1,0,0,8,1,1,3
5,84558,1,0,0,0,10,7,1,3
5,84558,2,0,0,0,10,7,1,3
5,84559,0,1,1,0,8,0,0,-1
5,84559,1,1,1,0,8,0,0,-1
5,84559,2,1,1,0,8,0,0,-1
5,84560,0,1,1,0,8,1,1,3
5,84560,1,0,1,0,10,7,1,3
5,84560,2,1,1,0,9,2,1,3
5,84561,0,1,1,0,8,0,0,-1
5,84561,1,1,1,0,8,0,0,-1
5,84561,2,1,1,0,8,0,0,-1
5,84562,0,1,1,0,8,0,0,-1
5,84562,1,1,1,0,8,0,0,-1
5,84562,2,1,1,0,8,0,0,-1
5,84563,0,1,1,0,8,0,0,-1
5,84563,1,1,1,0,8,0,0,-1
5,84563,2,1,1,0,8,0,0,-1
